Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,33.900001525878906,34.099998474121094,33.27000045776367,33.70000076293945,33.70000076293945,389700
2023-01-04,33.810001373291016,34.34000015258789,33.58000183105469,33.72999954223633,33.72999954223633,495000
2023-01-05,33.349998474121094,33.54999923706055,33.060001373291016,33.369998931884766,33.369998931884766,319500
2023-01-06,33.59000015258789,34.18000030517578,33.58000183105469,33.9900016784668,33.9900016784668,470300
2023-01-09,34.150001525878906,34.150001525878906,33.619998931884766,33.779998779296875,33.779998779296875,376700
2023-01-10,33.869998931884766,34.52000045776367,33.66999816894531,34.29999923706055,34.29999923706055,491600
2023-01-11,34.29999923706055,34.599998474121094,33.90999984741211,34.5,34.5,857600
2023-01-12,34.7400016784668,35.2400016784668,34.4900016784668,34.779998779296875,34.779998779296875,414700
2023-01-13,34.5,35.25,33.84000015258789,35.099998474121094,35.099998474121094,571000
2023-01-17,35.11000061035156,35.130001068115234,34.59000015258789,34.84000015258789,34.84000015258789,662400
2023-01-18,35.220001220703125,35.220001220703125,31.649999618530273,32.02000045776367,32.02000045776367,1427200
2023-01-19,30.8799991607666,31.719999313354492,30.739999771118164,31.010000228881836,31.010000228881836,946900
