Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,88.66999816894531,89.33000183105469,88.02999877929688,88.61000061035156,88.61000061035156,263300
2023-01-04,89.6500015258789,91.9800033569336,89.37000274658203,91.43000030517578,91.43000030517578,291900
2023-01-05,90.80000305175781,91.83999633789062,89.69000244140625,90.22000122070312,90.22000122070312,371700
2023-01-06,90.7300033569336,93.06999969482422,90.38999938964844,92.70999908447266,92.70999908447266,284700
2023-01-09,92.51000213623047,93.33999633789062,91.08999633789062,92.26000213623047,92.26000213623047,221800
2023-01-10,91.7699966430664,92.72000122070312,90.76000213623047,91.87999725341797,91.87999725341797,261000
2023-01-11,92.16999816894531,92.5999984741211,91.7300033569336,92.02999877929688,92.02999877929688,363600
2023-01-12,92.12999725341797,92.12999725341797,90.77999877929688,91.94999694824219,91.94999694824219,345800
2023-01-13,91.44000244140625,93.3499984741211,91.02999877929688,93.02999877929688,93.02999877929688,233200
2023-01-17,92.61000061035156,92.77999877929688,91.23999786376953,91.44000244140625,91.44000244140625,200100
2023-01-18,91.44000244140625,92.3499984741211,90.30000305175781,90.4800033569336,90.4800033569336,221100
2023-01-19,90.05999755859375,90.16000366210938,87.30999755859375,87.6500015258789,87.6500015258789,339700
