Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,44.20000076293945,45.029998779296875,44.08000183105469,44.63999938964844,44.63999938964844,12795900
2023-01-04,45.11000061035156,46.400001525878906,45.11000061035156,46.029998779296875,46.029998779296875,16338400
2023-01-05,45.86000061035156,46.0,45.060001373291016,45.66999816894531,45.66999816894531,8364000
2023-01-06,46.0,46.4900016784668,45.41999816894531,46.310001373291016,46.310001373291016,8198300
2023-01-09,46.40999984741211,46.79999923706055,46.119998931884766,46.61000061035156,46.61000061035156,13170700
2023-01-10,46.75,46.900001525878906,45.959999084472656,46.65999984741211,46.65999984741211,13631800
2023-01-11,46.90999984741211,47.33000183105469,46.720001220703125,47.11000061035156,47.11000061035156,8704900
2023-01-12,47.45000076293945,48.029998779296875,47.29999923706055,47.59000015258789,47.59000015258789,8934000
2023-01-13,46.869998931884766,47.400001525878906,46.43000030517578,47.33000183105469,47.33000183105469,8150600
2023-01-17,47.58000183105469,47.7400016784668,46.810001373291016,47.439998626708984,47.439998626708984,10150000
2023-01-18,47.029998779296875,47.290000915527344,45.7599983215332,45.810001373291016,45.810001373291016,8376700
2023-01-19,45.400001525878906,45.939998626708984,44.91999816894531,45.630001068115234,45.630001068115234,9136600
