Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,194.8300018310547,195.14999389648438,184.2899932861328,189.94000244140625,189.94000244140625,112800
2023-01-04,193.27999877929688,199.07000732421875,186.41000366210938,198.6199951171875,198.6199951171875,181400
2023-01-05,199.72000122070312,202.44000244140625,194.10000610351562,200.0,200.0,117500
2023-01-06,202.25,203.60000610351562,199.52000427246094,200.8000030517578,200.8000030517578,103300
2023-01-09,202.4199981689453,204.25,200.00999450683594,201.13999938964844,201.13999938964844,98200
2023-01-10,199.66000366210938,202.3000030517578,198.39999389648438,198.92999267578125,198.92999267578125,148300
2023-01-11,199.91000366210938,201.25,198.5399932861328,198.5399932861328,198.5399932861328,89200
2023-01-12,198.42999267578125,199.27000427246094,196.52000427246094,198.63999938964844,198.63999938964844,97600
2023-01-13,197.61000061035156,200.72000122070312,195.89999389648438,198.7899932861328,198.7899932861328,99600
2023-01-17,197.85000610351562,200.94000244140625,196.42999267578125,196.60000610351562,196.60000610351562,80900
2023-01-18,196.1999969482422,197.72000122070312,190.82000732421875,191.08999633789062,191.08999633789062,85700
2023-01-19,188.4600067138672,190.39999389648438,186.97999572753906,187.60000610351562,187.60000610351562,77000
