Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,141.6699981689453,142.97000122070312,141.11000061035156,141.92999267578125,141.92999267578125,107900
2023-01-04,143.22999572753906,144.1300048828125,141.38999938964844,142.5,142.5,156100
2023-01-05,142.19000244140625,143.5,141.63999938964844,142.57000732421875,142.57000732421875,72900
2023-01-06,143.27999877929688,147.35000610351562,143.27999877929688,146.47000122070312,146.47000122070312,89300
2023-01-09,145.80999755859375,147.0,144.47000122070312,144.80999755859375,144.80999755859375,94000
2023-01-10,144.1699981689453,146.89999389648438,144.1699981689453,146.66000366210938,146.66000366210938,102700
2023-01-11,146.3300018310547,148.27999877929688,146.3300018310547,147.80999755859375,147.80999755859375,79800
2023-01-12,148.38999938964844,149.83999633789062,147.85000610351562,148.42999267578125,148.42999267578125,78200
2023-01-13,147.63999938964844,151.42999267578125,147.63999938964844,150.8699951171875,150.8699951171875,86200
2023-01-17,150.3000030517578,152.75,150.22000122070312,151.75,151.75,107000
2023-01-18,151.3000030517578,152.67999267578125,149.33999633789062,149.33999633789062,149.33999633789062,86000
2023-01-19,147.91000366210938,148.97999572753906,147.49000549316406,147.92999267578125,147.92999267578125,75100
