Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,220.0,221.24000549316406,217.58999633789062,220.77000427246094,220.77000427246094,1804400
2023-01-04,221.91000366210938,225.25999450683594,221.35000610351562,224.39999389648438,224.39999389648438,1856800
2023-01-05,224.25,225.8000030517578,221.22000122070312,223.55999755859375,223.55999755859375,1542500
2023-01-06,225.02999877929688,230.27000427246094,224.3000030517578,228.86000061035156,228.86000061035156,1815400
2023-01-09,226.60000610351562,227.86000061035156,223.36000061035156,223.50999450683594,223.50999450683594,1778500
2023-01-10,223.91000366210938,225.47999572753906,223.07000732421875,224.77000427246094,224.77000427246094,1189200
2023-01-11,224.82000732421875,225.7100067138672,223.58999633789062,224.61000061035156,224.61000061035156,1480600
2023-01-12,224.52999877929688,226.85000610351562,223.0,225.60000610351562,225.60000610351562,1026200
2023-01-13,224.47999572753906,227.8699951171875,223.5800018310547,227.19000244140625,227.19000244140625,1081200
2023-01-17,227.77000427246094,227.77000427246094,223.88999938964844,224.6300048828125,224.6300048828125,2366900
2023-01-18,224.24000549316406,224.94000244140625,220.5399932861328,220.57000732421875,220.57000732421875,1439000
2023-01-19,220.77999877929688,221.2100067138672,217.6999969482422,219.25,219.25,1530200
