Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,70.80999755859375,70.93000030517578,69.43000030517578,70.44999694824219,70.44999694824219,357500
2023-01-04,70.93000030517578,72.02999877929688,70.68000030517578,71.37000274658203,71.37000274658203,263600
2023-01-05,71.13999938964844,71.13999938964844,69.4000015258789,69.93000030517578,69.93000030517578,306500
2023-01-06,70.83999633789062,72.20999908447266,70.62000274658203,72.02999877929688,72.02999877929688,305500
2023-01-09,71.37999725341797,71.79000091552734,70.75,71.16999816894531,71.16999816894531,472400
2023-01-10,70.91000366210938,71.37999725341797,70.47000122070312,71.12999725341797,71.12999725341797,231500
2023-01-11,71.43000030517578,72.62000274658203,71.0,72.62000274658203,72.62000274658203,236900
2023-01-12,72.86000061035156,73.69999694824219,72.33000183105469,73.1500015258789,73.1500015258789,329500
2023-01-13,73.0199966430664,73.0199966430664,72.16999816894531,72.77999877929688,72.77999877929688,158200
2023-01-17,72.87999725341797,73.16999816894531,71.33000183105469,71.4000015258789,71.4000015258789,416500
2023-01-18,71.48999786376953,71.75,70.48999786376953,70.5199966430664,70.5199966430664,366600
2023-01-19,70.45999908447266,70.8499984741211,70.2300033569336,70.44999694824219,70.44999694824219,302000
