Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,5.610000133514404,5.800000190734863,5.320000171661377,5.690000057220459,5.690000057220459,112100
2023-01-04,5.53000020980835,5.539999961853027,5.199999809265137,5.409999847412109,5.409999847412109,155600
2023-01-05,5.289999961853027,5.300000190734863,4.989999771118164,5.099999904632568,5.099999904632568,115200
2023-01-06,5.059999942779541,5.205999851226807,4.900000095367432,5.010000228881836,5.010000228881836,92300
2023-01-09,4.960000038146973,5.3379998207092285,4.940000057220459,5.210000038146973,5.210000038146973,84600
2023-01-10,5.099999904632568,5.150000095367432,4.940000057220459,5.050000190734863,5.050000190734863,101400
2023-01-11,4.989999771118164,5.190000057220459,4.980000019073486,5.099999904632568,5.099999904632568,80700
2023-01-12,5.079999923706055,5.480000019073486,4.949999809265137,5.340000152587891,5.340000152587891,101500
2023-01-13,5.179999828338623,5.710000038146973,5.170000076293945,5.369999885559082,5.369999885559082,131500
2023-01-17,5.25,5.579999923706055,5.208000183105469,5.460000038146973,5.460000038146973,88500
2023-01-18,5.449999809265137,5.809999942779541,5.28000020980835,5.300000190734863,5.300000190734863,217300
2023-01-19,5.199999809265137,5.480000019073486,5.110000133514404,5.210000038146973,5.210000038146973,135400
